31471,125301
31472,111704
31473,78918
31474,61353
31475,90000
31476,65910
31477,93460
31478,101501
31479,81063
31480,126369
31481,111902
31482,49338
31483,138000
31484,51059
31485,101688
31486,54410
31487,110431
31488,576162
31489,108350
31490,29789
31491,132951
31492,129244
31493,105527
31494,132955
31495,135152
31496,290000
31497,212000
31498,82765
31499,57861
31500,121491
31501,147794
31502,83195
31503,62215
31504,120579
31505,138531
31506,241920
31507,251532
31508,65103
31509,387873
31510,179000
31511,127701
31512,76408
31513,62605
31514,57627
31515,85611
31516,98075
31517,140000
31518,214916
31519,207089
31520,100000
31521,105000
31522,160000
31523,133000
31524,65986
31525,128000
31526,87921
31527,63142
31528,67000
31529,138000
31530,76350
31531,45396
31532,109355
31533,90000
31534,90891
31535,78933
31536,89353
31537,122183
31538,171002
31539,180554
31540,173945
31541,149004
31542,123882
31543,83006
31544,84487
31545,62033
31546,69636
31547,101500
31548,84983
31549,60404
31550,49962
31551,63640
31552,75000
31553,158000
31554,128855
31555,88757
31556,65000
31557,68071
31558,66011
31559,64851
31560,117389
31561,262800
31562,56745
31563,147500
31564,64514
31565,98000
31566,130000
31567,113145
31568,88124
31569,61110
31570,71678
31571,115000
31572,93799
31573,93000
31574,131589
31575,70685
31576,140135
31577,118519
31578,112656
31579,124184
31580,230000
31581,182000
31582,76249
31583,168851
31584,86813
31585,205446
31586,73117
31587,97183
31588,86247
31589,106000
31590,140000
31591,86444
31592,84175
31593,111999
31594,109500
31595,295690
31596,135057
31597,105559
31598,100000
31599,57348
31600,104000
31601,167924
31602,86632
31603,212604
31604,107187
31605,161244
31606,86373
31607,86843
31608,117451
31609,97000
31610,51388
31611,73439
31612,97990
31613,66429
31614,65016
31615,164558
31616,107324
31617,104871
31618,81000
31619,150634
31620,168000
31621,102500
31622,103200
31623,95467
31624,98699
31625,72126
31626,104848
31627,94154
31628,95000
31629,96571
31630,199238
31631,116364
31632,80783
31633,104814
31634,79411
31635,124481
31636,72127
31637,130176
31638,101188
31639,80040
31640,57257
31641,229374
31642,99000
31643,76817
31644,157500
31645,55297
31646,137251
31647,85273
31648,77812
31649,69287
31650,59381
31651,54506
31652,87755
31653,105191
31654,67724
31655,189000
31656,85441
31657,136037
31658,121110
31659,57148
31660,73564
31661,118000
31662,107000
31663,149490
31664,76000
31665,86415
31666,100115
31667,111179
31668,61663
31669,155406
31670,452199
31671,93691
31672,93300
31673,108500
31674,102427
31675,153569
31676,106812
31677,249506
31678,92867
31679,91682
31680,175830
31681,692621
31682,89087
31683,89000
31684,253000
31685,83226
31686,117000
31687,117645
31688,78961
31689,79809
31690,75863
31691,149000
31692,66291
31693,55000
31694,166958
31695,109031
31696,49351
31697,159000
31698,192113
31699,91183
31700,89277
31701,156000
31702,78620
31703,48000
31704,189425
31705,325191
31706,55619
31707,100487
31708,63064
31709,68097
31710,118439
31711,100666
31712,88513
31713,101692
31714,57100
31715,90887
31716,66754
31717,62913
31718,96657
31719,79896
31720,124719
31721,93000
31722,62000
31723,162000
31724,161413
31725,227981
31726,129069
31727,108134
31728,182676
31729,87006
31730,120258
31731,105067
31732,118057
31733,156590
31734,163102
31735,91750
31736,165533
31737,98726
31738,67538
31739,155508
31740,61023
31741,75933
31742,109154
31743,120538
31744,75565
31745,114758
31746,123000
31747,272253
31748,127749
31749,88190
31750,142131
31751,127338
31752,252000
31753,85871
31754,265325
31755,172195
31756,70294
31757,95446
31758,110376
31759,97016
31760,159092
31761,101620
31762,84000
31763,95000
31764,185793
31765,90597
31766,73000
31767,120312
31768,144198
31769,88971
31770,142000
31771,152917
31772,122632
31773,211025
31774,290000
31775,167000
31776,208085
31777,126170
31778,111660
31779,99468
31780,34544
31781,82680
31782,112448
31783,45000
31784,81500
31785,153656
31786,198891
31787,45468
31788,162366
31789,141000
31790,174853
31791,113842
31792,60064
31793,88119
31794,88717
31795,103805
31796,95106
31797,53000
31798,124000
31799,92000
31800,57665
31801,111120
31802,70097
31803,141429
31804,157379
31805,57047
31806,118552
31807,87272
31808,77000
31809,138022
31810,118000
31811,148874
31812,99464
31813,46000
31814,61000
31815,50592
31816,100893
31817,73483
31818,94853
31819,66068
31820,135558
31821,145000
31822,121000
31823,57309
31824,100393
31825,56551
31826,117199
31827,85414
31828,199536
31829,142000
31830,71000
31831,77000
31832,95000
31833,87000
31834,120202
31835,127535
31836,83151
31837,98276
31838,122000
31839,311471
31840,131000
31841,92389
31842,111110
31843,120800
31844,64600
31845,147380
31846,92286
31847,101997
31848,100500
31849,94500
31850,149610
31851,98210
31852,127741
31853,99163
31854,65199
31855,296647
31856,82732
31857,63561
31858,155225
31859,104477
31860,172000
31861,91818
31862,62845
31863,68544
31864,77017
31865,103889
31866,76337
31867,70486
31868,92390
31869,209709
31870,123544
31871,45000
31872,82715
31873,90656
31874,107276
31875,52545
31876,96878
31877,91298
31878,103000
31879,105358
31880,118000
31881,91564
31882,184556
31883,141601
31884,62257
31885,71752
31886,89718
31887,505296
31888,110000
31889,61059
31890,267899
31891,78812
31892,118361
31893,101544
31894,76887
31895,77556
31896,122045
31897,86000
31898,125372
31899,160000
31900,72628
31901,111500
31902,93243
31903,84146
31904,154010
31905,100155
31906,80368
31907,68696
31908,129965
31909,410000
31910,65310
31911,107054
31912,52123
31913,74363
31914,59332
31915,326567
31916,80864
31917,384619
31918,67141
31919,142879
31920,241960
31921,87500
31922,237679
31923,82394
31924,204475
31925,112232
31926,138294
31927,156000
31928,271501
31929,96790
31930,49168
31931,62351
31932,101078
31933,149173
31934,136076
31935,202667
31936,80000
31937,111723
31938,95893
31939,95272
31940,59946
31941,93316
31942,87000
31943,122737
31944,105000
31945,77250
31946,108929
31947,88480
31948,166625
31949,103390
31950,73476
31951,121000
31952,95940
31953,78912
31954,133000
31955,106000
31956,139800
31957,130000
31958,122385
31959,104719
31960,136099
31961,355281
31962,87929
31963,121597
31964,97820
31965,102000
31966,123000
31967,363001
31968,165706
31969,141000
31970,75348
31971,89959
31972,85000
31973,94840
31974,55108
31975,142002
31976,141732
31977,84038
31978,76631
31979,108742
31980,106795
31981,138653
31982,47483
31983,66000
31984,111367
31985,111137
31986,123000
31987,109249
31988,71161
31989,96265
31990,107570
31991,72585
31992,61548
31993,115006
31994,54854
31995,50760
31996,55000
31997,103151
31998,126963
31999,147597
32000,223378
32001,87000
32002,49000
32003,97152
32004,74886
32005,85434
32006,78000
32007,62404
32008,105811
32009,136000
32010,100500
32011,164000
32012,127800
32013,147815
32014,83118
32015,84383
32016,71109
32017,66000
32018,60495
32019,48000
32020,322514
32021,169000
32022,162992
32023,108372
32024,540000
32025,123426
32026,75000
32027,254075
32028,70102
32029,153108
32030,1483594
32031,88654
32032,97501
32033,111555
32034,70254
32035,108500
32036,185903
32037,81098
32038,119000
32039,52222
32040,74000
32041,131436
32042,107276
32043,65826
32044,55000
32045,133586
32046,106469
