31471,127886
31472,111328
31473,81929
31474,59483
31475,90000
31476,68570
31477,94212
31478,97376
31479,79060
31480,120364
31481,107802
31482,47842
31483,138000
31484,50017
31485,108892
31486,56224
31487,111860
31488,471432
31489,108940
31490,26807
31491,135355
31492,117428
31493,107824
31494,129313
31495,143620
31496,290000
31497,212000
31498,83154
31499,58529
31500,121817
31501,140119
31502,82890
31503,64938
31504,123612
31505,131141
31506,253882
31507,265877
31508,64745
31509,383349
31510,179000
31511,130733
31512,77357
31513,61914
31514,58827
31515,87326
31516,95620
31517,140000
31518,215829
31519,216313
31520,100000
31521,105000
31522,160000
31523,133000
31524,65959
31525,128000
31526,87379
31527,60489
31528,67000
31529,138000
31530,78935
31531,46755
31532,110324
31533,90000
31534,94516
31535,89049
31536,90597
31537,122528
31538,174859
31539,186483
31540,169290
31541,146864
31542,123393
31543,83035
31544,79383
31545,66059
31546,70581
31547,101500
31548,80310
31549,56874
31550,54059
31551,63864
31552,75000
31553,158000
31554,129823
31555,92400
31556,65000
31557,71593
31558,63852
31559,64769
31560,111151
31561,262800
31562,57046
31563,147500
31564,64345
31565,98000
31566,130000
31567,111728
31568,86358
31569,60863
31570,73787
31571,115000
31572,96671
31573,93000
31574,142998
31575,68933
31576,138699
31577,119660
31578,110977
31579,114564
31580,230000
31581,182000
31582,76686
31583,153334
31584,83868
31585,228007
31586,70071
31587,94776
31588,87737
31589,106000
31590,140000
31591,83013
31592,91222
31593,111991
31594,109500
31595,289408
31596,135347
31597,112298
31598,100000
31599,57529
31600,104000
31601,158946
31602,89234
31603,230470
31604,108799
31605,164098
31606,84001
31607,98658
31608,124241
31609,97000
31610,51124
31611,73211
31612,98795
31613,70734
31614,71111
31615,166557
31616,105374
31617,97189
31618,81000
31619,150981
31620,168000
31621,102500
31622,102860
31623,93955
31624,102372
31625,71476
31626,107209
31627,88394
31628,95000
31629,101329
31630,214633
31631,125562
31632,90200
31633,102250
31634,74782
31635,133768
31636,76853
31637,130799
31638,100115
31639,77044
31640,58819
31641,237486
31642,99000
31643,72697
31644,157500
31645,55076
31646,135523
31647,84768
31648,76547
31649,70613
31650,58095
31651,54536
31652,88499
31653,114036
31654,67277
31655,189000
31656,84833
31657,133620
31658,119626
31659,58737
31660,71091
31661,118000
31662,107000
31663,145831
31664,76000
31665,86874
31666,97974
31667,108138
31668,63095
31669,153103
31670,446868
31671,91742
31672,95719
31673,108500
31674,104044
31675,149852
31676,102439
31677,249001
31678,94381
31679,89890
31680,173289
31681,589725
31682,80962
31683,89000
31684,253000
31685,84215
31686,117000
31687,115365
31688,73713
31689,74508
31690,75266
31691,149000
31692,66313
31693,55000
31694,159054
31695,105151
31696,49455
31697,159000
