31471,125691
31472,115370
31473,79334
31474,63686
31475,90000
31476,68948
31477,96870
31478,102027
31479,75901
31480,128292
31481,115497
31482,51482
31483,138000
31484,51950
31485,103171
31486,56602
31487,113684
31488,491182
31489,107974
31490,27042
31491,136324
31492,126086
31493,101027
31494,128836
31495,133157
31496,290000
31497,212000
31498,83280
31499,59712
31500,122316
31501,144773
31502,89310
31503,63369
31504,122676
31505,131277
31506,255775
31507,275583
31508,69939
31509,401979
31510,179000
31511,132031
31512,73861
31513,63357
31514,55406
31515,84427
31516,96287
31517,140000
31518,205553
31519,214539
31520,100000
31521,105000
31522,160000
31523,133000
31524,65725
31525,128000
31526,87843
31527,65179
31528,67000
31529,138000
31530,77186
31531,45492
31532,111528
31533,90000
31534,91364
31535,89587
31536,91265
31537,112498
31538,175060
31539,178848
31540,176216
31541,144776
31542,124784
31543,79310
31544,82690
31545,61958
31546,60483
31547,101500
31548,85778
31549,63914
31550,51602
31551,67079
31552,75000
31553,158000
31554,121584
31555,89799
31556,65000
31557,72085
31558,62623
31559,65622
31560,109554
31561,262800
31562,58132
31563,147500
31564,59680
31565,98000
31566,130000
31567,117632
31568,84956
31569,60426
31570,68048
31571,115000
31572,95025
31573,93000
31574,145974
31575,71142
31576,145213
31577,115081
31578,115769
31579,124048
31580,230000
31581,182000
31582,72177
31583,171559
31584,89565
31585,223674
31586,79892
31587,82966
31588,87370
31589,106000
31590,140000
31591,80166
31592,79819
31593,114040
31594,109500
31595,287958
31596,135176
31597,110353
31598,100000
31599,57605
31600,104000
31601,154018
31602,90039
31603,214508
31604,107251
31605,156668
31606,84478
31607,88623
31608,112726
31609,97000
31610,49915
31611,74013
31612,99038
31613,66225
31614,70057
31615,137417
31616,109866
31617,97269
31618,81000
31619,145009
31620,168000
31621,102500
31622,109292
31623,95729
31624,96496
31625,79110
31626,102908
31627,94945
31628,95000
31629,99578
31630,198154
31631,128164
31632,92699
31633,103646
31634,78630
31635,130952
31636,73728
31637,130700
31638,100027
31639,80476
31640,53864
31641,228016
31642,99000
31643,77391
31644,157500
31645,52931
31646,137561
31647,81063
31648,79588
31649,69689
31650,58993
31651,51917
31652,86742
31653,112405
31654,72088
31655,189000
31656,83395
31657,122870
31658,123805
31659,59792
31660,70830
31661,118000
31662,107000
31663,137147
31664,76000
31665,85268
31666,94601
31667,103272
31668,65446
31669,167163
31670,431418
31671,87606
31672,102531
31673,108500
31674,101296
31675,150154
31676,103683
31677,251088
31678,96702
31679,88540
31680,174047
31681,665184
31682,79439
31683,89000
31684,253000
31685,86470
31686,117000
31687,110858
31688,81166
31689,73996
31690,75303
31691,149000
31692,64240
31693,55000
31694,167805
31695,109448
31696,51791
31697,159000
31698,207389
31699,88984
31700,95323
31701,156000
31702,82862
31703,48000
31704,202661
31705,313363
31706,53334
31707,109500
31708,65461
31709,69194
31710,122553
31711,107905
31712,85710
31713,100787
31714,54141
31715,84893
31716,72984
31717,60130
31718,91273
31719,79300
31720,125378
31721,93000
31722,62000
31723,162000
31724,172446
31725,236609
31726,139326
31727,111225
31728,183151
31729,83078
31730,115058
31731,112845
31732,123611
31733,151011
31734,168486
31735,95314
31736,172866
31737,96152
31738,68169
31739,166767
31740,59967
31741,81210
31742,108769
31743,123367
31744,77777
31745,118299
31746,123000
31747,269656
31748,123383
31749,87184
31750,137580
31751,133105
31752,252000
31753,90591
31754,259771
31755,173186
31756,71018
31757,98193
31758,118262
31759,83619
31760,159585
31761,97045
31762,84000
31763,95000
31764,185697
31765,89558
31766,73000
31767,120081
31768,134532
31769,90397
31770,142000
31771,158830
31772,125631
31773,219181
31774,290000
31775,167000
31776,223183
31777,130937
31778,109129
31779,102420
31780,48081
31781,82234
31782,114335
31783,45000
31784,81500
31785,167132
31786,195583
31787,46292
31788,159603
31789,141000
31790,180341
31791,117695
31792,65148
31793,91857
31794,88199
31795,100792
31796,93873
31797,53000
31798,124000
31799,92000
31800,57800
31801,111708
31802,65753
31803,145845
31804,154618
31805,58129
31806,123657
31807,93049
31808,77000
31809,139995
31810,118000
31811,136916
31812,100493
31813,46000
31814,61000
31815,49967
31816,98388
31817,75792
31818,101570
31819,61121
31820,131968
31821,145000
31822,121000
31823,55080
31824,101370
31825,60454
31826,121329
31827,84891
31828,201121
31829,142000
31830,71000
31831,77000
31832,95000
31833,87000
31834,116682
31835,123969
31836,81589
31837,103307
31838,122000
31839,327434
31840,131000
31841,96226
31842,120072
31843,119810
31844,66515
31845,141785
31846,89505
31847,109570
31848,100500
31849,94500
31850,153517
31851,92269
31852,133200
31853,109751
31854,65055
31855,267234
31856,83602
31857,65172
31858,160345
31859,95266
31860,172000
31861,84791
31862,62087
31863,66592
31864,72835
31865,97150
31866,75425
31867,79171
31868,90311
31869,207400
31870,124434
31871,45000
31872,91721
31873,90882
31874,109938
31875,59200
31876,85066
31877,90535
31878,103000
31879,105657
31880,118000
31881,84150
31882,179034
31883,134406
31884,64002
31885,66339
31886,88458
31887,572874
31888,110000
31889,58333
31890,263903
31891,77615
31892,118497
31893,92461
31894,78441
31895,71720
31896,123914
31897,86000
31898,128492
31899,160000
31900,74783
31901,111500
31902,95051
31903,85538
31904,152964
31905,103607
31906,79639
31907,67324
31908,127155
31909,410000
31910,59078
31911,101622
31912,49467
31913,80037
31914,55257
31915,350017
31916,72619
31917,352729
31918,64290
31919,144352
31920,239253
31921,87500
31922,247428
31923,83602
31924,204258
31925,110371
31926,138635
31927,156000
31928,271689
31929,97412
31930,50090
31931,66815
31932,101076
31933,166658
31934,126157
31935,203271
31936,80000
31937,107265
31938,99920
31939,93787
31940,62587
31941,92816
31942,87000
31943,132830
31944,105000
31945,77878
31946,105185
31947,87198
31948,170105
31949,102300
31950,73565
31951,121000
31952,95383
31953,81794
31954,133000
31955,106000
31956,141638
31957,130000
31958,118669
